"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","X","Y","Z","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle"
0.004764569457620382,2.099917411804199,-0.5626726150512695,0.004764569486947937,2.099917341117491,-0.5626726040528801,47.0,0.0,13.0,2.174,546185898.0,546185898.0,-15.0
0.00228184275329113,0.9338549375534058,0.01630054786801338,0.002281842670305698,0.9338549594779498,0.0163005476124228,42.0,1.0,14.0,0.934,546185900.0,546185900.0,1.0
0.005560944322496653,2.124119520187378,-0.4903933107852936,0.005560944452265764,2.124119461968389,-0.4903932984696258,45.0,2.0,15.0,2.18,546185902.0,546185902.0,-13.0
0.006023583468049765,2.157031297683716,0.1130456626415253,0.006023583614417388,2.157031384555067,0.1130456654847587,53.0,3.0,16.0,2.16,546185905.0,546185905.0,3.0
0.002593190874904394,0.9286156892776489,-0.1805053055286407,0.0025931909582345,0.9286156947615088,-0.1805053096262114,55.0,4.0,16.0,0.9460000000000001,546185907.0,546185907.0,-11.0
0.006360806059092283,2.14380145072937,0.1875591576099396,0.006360805921738209,2.143801553840968,0.1875591583929604,47.0,5.0,17.0,2.152,546185909.0,546185909.0,5.0
0.002972587244585156,0.9462007880210876,-0.1498642116785049,0.002972587138870798,0.9462007609573428,-0.1498642175085412,66.0,6.0,18.0,0.9580000000000001,546185912.0,546185912.0,-9.0
0.007168672978878021,2.16175365447998,0.2654314339160919,0.007168672791868054,2.161753632154301,0.2654314299364112,46.0,7.0,19.0,2.178,546185914.0,546185914.0,7.0
0.003305259626358747,0.9468832612037659,-0.1162633523344994,0.003305259527972174,0.946883259893824,-0.1162633536085107,78.0,8.0,20.0,0.9540000000000001,546185916.0,546185916.0,-7.0
0.007571096066385508,2.168950319290161,0.3435300886631012,0.007571095845760881,2.168950381878456,0.343530085228347,39.0,9.0,20.0,2.196,546185918.0,546185918.0,9.0
0.00338834710419178,0.9244624972343445,-0.0808805301785469,0.003388347095551515,0.9244624703518217,-0.08088052926982678,100.0,10.0,21.0,0.928,546185921.0,546185921.0,-5.0
0.008390169590711594,2.185086011886597,0.4247408211231232,0.008390169173196694,2.185086002366253,0.4247408237081887,40.0,11.0,22.0,2.226,546185923.0,546185923.0,11.0
0.003840377787128091,0.9566794037818909,-0.05013784766197205,0.003840377818398659,0.956679386152224,-0.05013784608074019,100.0,12.0,23.0,0.9580000000000001,546185925.0,546185925.0,-3.0
0.009126055054366589,2.178672313690186,0.5029905438423157,0.00912605477963126,2.178672351267405,0.5029905575128822,38.0,13.0,24.0,2.236,546185928.0,546185928.0,13.0
0.004048534203320742,0.9278498291969299,-0.01619583368301392,0.00404853431093254,0.9278498285594172,-0.0161958331737991,45.0,14.0,25.0,0.928,546185930.0,546185930.0,-1.0
0.009508212096989155,2.179107904434204,0.583895742893219,0.00950821233276043,2.179107920373829,0.5838957657512869,39.0,15.0,25.0,2.256,546185932.0,546185932.0,15.0
0.01209461968392134,2.099887847900391,-0.5626726150512695,0.01209461989818477,2.099887916251215,-0.5626726040528801,45.0,0.0,33.0,2.174,546185953.0,546185953.0,-15.0
0.005553457420319319,0.9358409643173218,0.01633545197546482,0.005553457266134464,0.9358409651786216,0.01633545242529737,49.0,1.0,34.0,0.936,546185955.0,546185955.0,1.0
0.01295166276395321,2.120189666748047,-0.4894934892654419,0.01295166297511501,2.120189702246217,-0.4894934942522503,44.0,2.0,35.0,2.176,546185958.0,546185958.0,-13.0
0.01352789346128702,2.153002738952637,0.1128363236784935,0.01352789343932334,2.153002777660397,0.1128363216597869,41.0,3.0,36.0,2.156,546185960.0,546185960.0,3.0
0.005698959343135357,0.9070056080818176,-0.1763075143098831,0.005698959340635626,0.9070056136379425,-0.1763075117279274,83.0,4.0,36.0,0.924,546185962.0,546185962.0,-11.0
0.01386976335197687,2.147751092910767,0.1879077851772308,0.01386976349721492,2.147750985417865,0.187907781363951,47.0,5.0,37.0,2.156,546185965.0,546185965.0,5.0
0.0062361229211092,0.9402586221694946,-0.1489256173372269,0.006236122759471668,0.9402586204045728,-0.1489256107182998,69.0,6.0,38.0,0.9520000000000001,546185967.0,546185967.0,-9.0
0.01474158186465502,2.165685415267944,0.2659189105033875,0.01474158147400863,2.165685531306584,0.2659189073100318,44.0,7.0,39.0,2.182,546185969.0,546185969.0,7.0
0.00663819583132863,0.9508360624313354,-0.1167508289217949,0.006638195674569468,0.9508360415040902,-0.1167508309821313,72.0,8.0,40.0,0.9580000000000001,546185971.0,546185971.0,-7.0
0.01557718683034182,2.176809310913086,0.3447815477848053,0.01557718705729825,2.176809368427374,0.3447815609486689,39.0,9.0,41.0,2.204,546185974.0,546185974.0,9.0
0.006672331131994724,0.9324143528938293,-0.08157777786254883,0.006672331154441782,0.9324143642117797,-0.08157777521180805,100.0,10.0,41.0,0.936,546185976.0,546185976.0,-5.0
0.01590236090123653,2.169337749481201,0.4216878712177277,0.01590236138578261,2.169337789959687,0.421687879782164,39.0,11.0,42.0,2.21,546185978.0,546185978.0,11.0
0.007179788779467344,0.9566601514816284,-0.05013784766197205,0.007179788674690406,0.9566601523137519,-0.05013784608074019,100.0,12.0,43.0,0.9580000000000001,546185981.0,546185981.0,-3.0
0.01676091551780701,2.182524681091309,0.503890335559845,0.01676091511240076,2.182524587508683,0.5038903617302577,39.0,13.0,44.0,2.24,546185983.0,546185983.0,13.0
0.007318720687180758,0.9318293333053589,-0.01626564189791679,0.007318720781858357,0.9318293111887149,-0.01626564279954823,40.0,14.0,45.0,0.932,546185985.0,546185985.0,-1.0
