"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","X","Y","Z","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle"
0.005126353818923235,2.097984552383423,-0.5621549487113953,0.005126353729358451,2.097984631674157,-0.5621549659626751,47.0,0.0,14.0,2.172,1444161100.0,1444161100.0,-15.0
0.005633058492094278,2.151664972305298,0.03755757957696915,0.005633058316968881,2.151664866316249,0.03755757865303412,92.0,1.0,15.0,2.152,1444161102.0,1444161102.0,1.0
0.005893579684197903,2.110477447509766,-0.4872439801692963,0.00589357983505596,2.110477331329644,-0.4872439837088116,48.0,2.0,16.0,2.166,1444161105.0,1444161105.0,-13.0
0.006405982654541731,2.159027576446533,0.1131503358483315,0.006405982496312464,2.159027550666074,0.1131503373972445,57.0,3.0,17.0,2.162,1444161107.0,1444161107.0,3.0
0.006314391735941172,2.128158330917358,-0.4136739075183868,0.006314391513223249,2.128158366119279,-0.4136739019763492,50.0,4.0,17.0,2.168,1444161109.0,1444161109.0,-11.0
0.003248558845371008,1.034044981002808,0.0904676616191864,0.003248558843311532,1.034044993790737,0.09046766097206918,5.0,5.0,18.0,1.038,1444161111.0,1444161111.0,5.0
0.007081182673573494,2.135370492935181,-0.338211327791214,0.00708118253032137,2.13537045131067,-0.3382113134169791,56.0,6.0,19.0,2.162,1444161114.0,1444161114.0,-9.0
0.003644793527200818,1.044152140617371,0.1282065510749817,0.003644793525604535,1.044152190155454,0.1282065492622151,57.0,7.0,20.0,1.052,1444161116.0,1444161116.0,7.0
0.007799579296261072,2.128004550933838,-0.2612878680229187,0.007799579350658551,2.1280046556273,-0.2612878722606362,66.0,8.0,21.0,2.144,1444161118.0,1444161118.0,-7.0
0.008328202180564404,2.168947696685791,0.3435300886631012,0.008328201878651508,2.168947606927487,0.343530085228347,42.0,9.0,22.0,2.196,1444161121.0,1444161121.0,9.0
0.008116870187222958,2.113909482955933,-0.1849444806575775,0.008116869934123992,2.113909566059954,-0.1849444861105306,76.0,10.0,22.0,2.122,1444161123.0,1444161123.0,-5.0
0.008747895248234272,2.179194688796997,0.4235959649085999,0.008747895534372524,2.179194789078571,0.4235959697359295,39.0,11.0,23.0,2.22,1444161125.0,1444161125.0,11.0
0.008943334221839905,2.135051250457764,-0.1118942722678185,0.00894333392014012,2.135051214403129,-0.1118942744474139,77.0,12.0,24.0,2.138,1444161128.0,1444161128.0,-3.0
0.009489298798143864,2.174773216247559,0.5020907521247864,0.009489298785418987,2.174773282129361,0.5020907532955068,38.0,13.0,25.0,2.232,1444161130.0,1444161130.0,13.0
0.009718573652207851,2.141651630401611,-0.0373830534517765,0.009718573899325749,2.141651712242442,-0.03738305458866128,66.0,14.0,26.0,2.142,1444161132.0,1444161132.0,-1.0
0.009888538159430027,2.17910623550415,0.583895742893219,0.009888538265679274,2.179106227688014,0.5838957657512869,40.0,15.0,26.0,2.256,1444161134.0,1444161134.0,15.0
0.01244965568184853,2.097954034805298,-0.5621549487113953,0.01244965552152828,2.097953955719929,-0.5621549659626751,45.0,0.0,34.0,2.172,1444161155.0,1444161155.0,-15.0
0.01310709025710821,2.145633220672607,0.03745286539196968,0.01310708990502921,2.145633120353142,0.03745286421441042,99.0,1.0,35.0,2.146,1444161158.0,1444161158.0,1.0
0.01326048467308283,2.110443830490112,-0.4872439801692963,0.01326048461275419,2.110443901146724,-0.4872439837088116,46.0,2.0,36.0,2.166,1444161160.0,1444161160.0,-13.0
0.01391656044870615,2.154997587203979,0.1129409968852997,0.01391656075078586,2.154997601230168,0.1129409935722728,54.0,3.0,37.0,2.158,1444161162.0,1444161162.0,3.0
0.01374301221221685,2.12812328338623,-0.4136739075183868,0.01374301205630379,2.128123359310565,-0.4136739019763492,47.0,4.0,37.0,2.168,1444161164.0,1444161164.0,-11.0
0.006884457543492317,1.038012027740479,0.09081628173589706,0.006884457532971426,1.038012045602194,0.09081628394305981,16.0,5.0,38.0,1.042,1444161167.0,1444161167.0,5.0
0.01445429772138596,2.123480796813965,-0.3363341093063354,0.01445429812490363,2.123480738446405,-0.3363340998364964,56.0,6.0,39.0,2.15,1444161169.0,1444161169.0,-9.0
0.007386551704257727,1.05802845954895,0.1299127191305161,0.007386551763143063,1.058028413615199,0.1299127200698872,73.0,7.0,40.0,1.066,1444161171.0,1444161171.0,7.0
0.01522765401750803,2.127964496612549,-0.2612878680229187,0.01522765429572018,2.127964465482016,-0.2612878722606362,68.0,8.0,41.0,2.144,1444161174.0,1444161174.0,-7.0
0.01592815108597279,2.172855854034424,0.3441558182239532,0.01592815144942582,2.17285596932371,0.344155823088508,41.0,9.0,42.0,2.2,1444161176.0,1444161176.0,9.0
0.01549574173986912,2.113868236541748,-0.1849444806575775,0.01549574190179685,2.113868354235955,-0.1849444861105306,78.0,10.0,42.0,2.122,1444161178.0,1444161178.0,-5.0
0.01632518321275711,2.175224542617798,0.422832727432251,0.01632518377299913,2.175224578667807,0.4228327337544233,41.0,11.0,43.0,2.216,1444161181.0,1444161181.0,11.0
0.01636532321572304,2.131012678146362,-0.1116849333047867,0.01636532358176615,2.131012588525916,-0.1116849306224421,74.0,12.0,44.0,2.134,1444161183.0,1444161183.0,-3.0
0.0171265322715044,2.180572986602783,0.5034404397010803,0.01712653204392557,2.180572948909568,0.5034404596215699,39.0,13.0,45.0,2.238,1444161185.0,1444161185.0,13.0
0.01719427481293678,2.141604661941528,-0.0373830534517765,0.01719427427070317,2.141604740413582,-0.03738305458866128,68.0,14.0,46.0,2.142,1444161187.0,1444161187.0,-1.0
